Product_Sold | Description,Old Price,Discount Percentages,Current Prices,Rating_out_of_5,Number of Ratings,Link,Unit Available,Sale Type,Brand,Use_Case,RAM,ROM,USD Price,Seller Name,Seller Score,Door Delivery Fees,Door Delivery Date,Door Delivery Ready Time,Pickup Fees,Pickup Date,Pickup Ready Time
DELL 15-3520 Latitude Laptop - Core I5-1135G7 - 8GB RAM - 256 GB SSD - 15.6 Inch- Intel UHD Graphics - DOS - Black,0.0,0.0,28000.0,0.0,0.0,https://www.jumia.com.eg/dell-15-3520-latitude-laptop-core-i5-1135g7-8gb-ram-256-gb-ssd-15.6-inch-intelr-uhd-graphics-dos-black-39495810.html,1,information not available,DELL,Laptop,8 GB ,256 GB SSD,906.15,IBS Computer,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Asus X515EP-BQ8G7W I7-1165G7-8GB-512GB SSD- MX330-15.6 Inch,0.0,0.0,22999.0,0.0,0.0,https://www.jumia.com.eg/hp-asus-x515ep-bq8g7w-i7-1165g78gb512gb-ssd-mx33015.6-inch-47640393.html,1,information not available,HP,Unknown,512 GB ,512GB SSD,744.3,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo 82k200qgax Ideapad Gaming 3 Laptop - AMD Ryzen 5 5600H - 16GB RAM - 512GB SSD + 1TB HDD - 15.6-inch FHD - NVIDIA GeForce RTX 3060 6GB GPU - FreeDOS - Black (English/Arabic Keyboard) + RGB Mouse,38666.0,8.0,35650.0,0.0,0.0,https://www.jumia.com.eg/lenovo-82k200qgax-ideapad-gaming-3-laptop-amd-ryzen-5-5600h-16gb-ram-512gb-ssd-1tb-hdd-15.6-inch-fhd-nvidia-geforce-rtx-3060-6gb-gpu-freedos-black-englisharabic-keyboard-rgb-mouse-26895005.html,1,information not available,Lenovo,Gaming,16 GB ,512GB SSD,1153.72,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus ROG Flow X16 GV601RM-BLK57W - 16-inch QHD AMD Ryzen 7 6800HS 16GB 512GB SSD NVIDIA GeForce RTX 3060 - Off Black,59173.0,2.0,58077.0,0.0,0.0,https://www.jumia.com.eg/asus-rog-flow-x16-gv601rm-blk57w-16-inch-qhd-amd-ryzentm-7-6800hs-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3060-off-black-47166139.html,3,information not available,Asus,Unknown,16 GB ,512GB SSD,1879.51,Jumia,100.0,Free delivery,05 September,5hrs 12mins,Free delivery,05 September,5hrs 12mins
Lenovo IdeaPad 3 15ITL6 Laptop (Intel Core I5-1135G7 - 8GB Ram - HDD 1TB - Nvidia MX350 2GB - 15.6 Inch FHD TN) - Sand,21999.0,12.0,19399.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-3-15itl6-laptop-intel-core-i5-1135g7-8gb-ram-hdd-1tb-nvidia-mx350-2gb-15.6-inch-fhd-tn-sand-47452491.html,1,information not available,Lenovo,Laptop,8 GB ,unknown,627.8,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Laptop Pavilion 14-DY0009NE I7-1165G7- 8GB - 512GB SSD,0.0,0.0,29990.0,0.0,0.0,https://www.jumia.com.eg/hp-laptop-pavilion-14-dy0009ne-i7-1165g7-8gb-512gb-ssd-45486308.html,2,information not available,HP,Laptop,8 GB ,512GB SSD,970.55,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Victus 15-fb0034ne - AMD Ryzen 7-5800H - 16GB - 512GB SSD - NVIDIA GeForce RTX 3050 4GB - 15.6"" FHD - Win11 - Mica Silver",36071.0,7.000000000000001,33399.0,0.0,0.0,https://www.jumia.com.eg/hp-victus-15-fb0034ne-amd-ryzentm-7-5800h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-4gb-15.6-fhd-win11-mica-silver-45486287.html,1,information not available,HP,Unknown,16 GB ,512GB SSD,1080.87,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 15 5510 I7-11370H – 512GB SSD – 8G – MX 450,0.0,0.0,29990.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-15-5510-i7-11370h-512gb-ssd-8g-mx-450-45595068.html,1,information not available,DELL,Unknown,512 GB ,512GB SSD,970.55,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL G15 5520 Gaming Laptop -Intel Core I7-12th -16GB -512GB SSD -NVIDIA RTX 3060 6GB -15.6-Inch FHD 120Hz -UBU -Dark Shadow Grey -English/Arabic Keyboard,55000.0,10.0,49449.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5520-gaming-laptop-intel-core-i7-12th-16gb-512gb-ssd-nvidia-rtx-3060-6gb-15.6-inch-fhd-120hz-ubu-dark-shadow-grey-englisharabic-keyboard-32654688.html,1,information not available,DELL,Gaming,16 GB ,512GB SSD,1600.29,flash TECH,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus VivoBook 15 X1502ZA-BQ003W - 15.6-inch FHD IntelCore i3-1215U 4GB 256GB SSD Intel UHD Graphics - Quiet Blue,14311.0,2.0,14046.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-15-x1502za-bq003w-15.6-inch-fhd-intelrcoretm-i3-1215u-4gb-256gb-ssd-intelr-uhd-graphics-quiet-blue-47571342.html,5,information not available,Asus,Unknown,4 GB ,256GB SSD,454.56,Jumia,100.0,Free delivery,05 September,5hrs 12mins,Free delivery,05 September,5hrs 12mins
Lenovo IdeaPad 3 15ITL6- Intel Core I7-1165G7- 8GB RAM-1TB HDD-GeForce MX450-15.6 FHD -Arctic Grey,29999.0,19.0,24449.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-3-15itl6-intel-core-i7-1165g7-8gb-ram1tb-hddgeforce-mx45015.6-fhd-arctic-grey-47537658.html,1,information not available,Lenovo,Unknown,8 GB ,1TB HDD,791.23,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus ROG Strix G15 G513IM-HN007W- R7 4800H-15.6-Inch- RTX 3060 6GB GDDR6-16GB DDR 1TB SSD -WIN11,59999.0,26.0,44299.0,0.0,0.0,https://www.jumia.com.eg/asus-rog-strix-g15-g513im-hn007w-r7-4800h-15.6-inch-rtx-3060-6gb-gddr6-16gb-ddr-1tb-ssd-win11-46624782.html,2,information not available,Asus,Unknown,6 GB ,1TB SSD,1433.62,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo IdeaPad Gaming 3 15IAH7- Intel Core I7-12650H- 16GB RAM- 512GB SSD- RTX 3050- 15.6 FHD -Grey,45999.0,11.0,41149.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-gaming-3-15iah7-intel-core-i7-12650h-16gb-ram-512gb-ssd-rtx-3050-15.6-fhd-grey-47496640.html,1,information not available,Lenovo,Gaming,16 GB ,512GB SSD,1331.68,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus Vivobook Pro 15 OLED- D6500QH-OLED005W-15.6""- Amd Ryzen 5-5600H- 512GB SSD- 8GB Ram- Nvidia GeForce GTX 1650 4GB -Win11",32999.0,12.0,28950.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-pro-15-oled-d6500qh-oled005w-15.6-amd-ryzen-5-5600h-512gb-ssd-8gb-ram-nvidia-geforce-gtx-1650-4gb-win11-46308059.html,3,information not available,Asus,Unknown,512 GB ,512GB SSD,936.89,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Built-in Speaker for Lenovo Thinkpad T580 Laptop Left and,1638.4,50.0,819.2,0.0,0.0,https://www.jumia.com.eg/generic-built-in-speaker-for-lenovo-thinkpad-t580-laptop-left-and-38263849.html,5,information not available,Lenovo,Speaker,unknown,unknown,26.51,JG-liliann,74.0,EGP 355.54,24 September,10hrs 42mins,EGP 355.54,24 September,10hrs 42mins
HP Victus 15-fb0031ne - AMD Ryzen 7-5800H - 16GB - 1TB SSD -NVIDIA GeForce RTX 3050 Ti 4GB,39095.0,7.000000000000001,36199.0,0.0,0.0,https://www.jumia.com.eg/hp-victus-15-fb0031ne-amd-ryzentm-7-5800h-16gb-1tb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-45843002.html,1,information not available,HP,Unknown,16 GB ,1TB SSD,1171.49,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Laptop HP 15-dw3377ne Core I5-1135G7-8GB 512GB SSD - NVIDIA GeForce MX450 2GB DOS ""No Windows"" Black",22999.0,7.000000000000001,21444.0,0.0,0.0,https://www.jumia.com.eg/hp-laptop-hp-15-dw3377ne-core-i5-1135g7-8gb-512gb-ssd-nvidia-geforce-mx450-2gb-dos-no-windows-black-40020130.html,3,information not available,HP,Laptop,8 GB ,512GB SSD,693.98,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Acer Aspire 3 - Intel Core I7-1165G7 - 8GB - 1TB - NVIDIA GeForce MX350 2GB - 15.6""FHD - Silver",22355.0,7.000000000000001,20699.0,5.0,1.0,https://www.jumia.com.eg/acer-aspire-3-intelr-coretm-i7-1165g7-8gb-1tb-nvidiar-geforcer-mx350-2gb-15.6fhd-silver-33813420.html,2,information not available,Intel Core I7,Unknown,8 GB ,unknown,669.87,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus ZenBook 13 OLED-UX325EA-OLED007W-i7-1165G7-13.3""-16GB -1TB SSD-Intel Iris Xe Graphics-Win11 Home",39699.0,14.000000000000002,33999.0,0.0,0.0,https://www.jumia.com.eg/asus-zenbook-13-oled-ux325ea-oled007w-i7-1165g7-13.3-16gb-1tb-ssd-intelr-iris-xe-graphics-win11-home-39494516.html,1,information not available,Asus,Unknown,16 GB ,1TB SSD,1100.29,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL G15 5510 Core I5-10500H-8GB-512SSD-GTX1650 4GB -UBUNTU,0.0,0.0,27490.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5510-core-i5-10500h8gb512ssdgtx1650-4gb-ubuntu-44750313.html,2,information not available,DELL,Unknown,4 GB ,512SSD,889.64,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Victus 15-fb0037ne - AMD Ryzen 5-5600H - 16GB - 512GB SSD - NVIDIA GeForce GTX 1650 4GB - 15.6"" FHD",31967.0,7.000000000000001,29599.0,0.0,0.0,https://www.jumia.com.eg/hp-victus-15-fb0037ne-amd-ryzentm-5-5600h-16gb-512gb-ssd-nvidiar-geforce-gtx-1650-4gb-15.6-fhd-45486300.html,1,information not available,HP,Unknown,16 GB ,512GB SSD,957.9,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo IdeaPad Gaming 3 15IHU6- Intel Core I5-11320H-8GB RAM-512GB SSD-GTX 1650-15.6 FHD -Black,32999.0,13.0,28749.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-gaming-3-15ihu6-intel-core-i5-11320h8gb-ram512gb-ssdgtx-165015.6-fhd-black-47496638.html,3,information not available,Lenovo,Gaming,8 GB ,512GB SSD,930.39,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus N.B-ASUS-VIVO BOOK-S433EQ-AM0R7W-CI7 1165G7-512GB SSD-16GB-VGA 2GB-14.0 FHD WV-WIN11-RESOLUT RED,30999.0,14.000000000000002,26599.0,0.0,0.0,https://www.jumia.com.eg/asus-n.b-asus-vivo-book-s433eq-am0r7w-ci7-1165g7-512gb-ssd-16gb-vga-2gb-14.0-fhd-wv-win11-resolut-red-37777331.html,8,information not available,Asus,Unknown,512 GB ,512GB SSD,860.81,Egypt-Laptop Marketplace,80.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Flex 5 - AMD Ryzen 5-5500U - 8GB - 512GB SSD - AMD Radeon Graphics - 14""FHD",26783.0,7.000000000000001,24799.0,0.0,0.0,https://www.jumia.com.eg/lenovo-flex-5-amd-ryzentm-5-5500u-8gb-512gb-ssd-amd-radeontm-graphics-14fhd-45486272.html,1,information not available,Lenovo,Unknown,8 GB ,512GB SSD,802.56,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Pavilion 15-eg0062ne Core I5-1135G7-512GB SSD-8GB-MX350 - Win 11,0.0,0.0,24999.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-15-eg0062ne-core-i5-1135g7512gb-ssd8gbmx350-win-11-45461199.html,1,information not available,HP,Unknown,512 GB ,512GB SSD,809.03,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus ROG Flow Z13 GZ301ZE-LD165W -Intel Core I9-12900H -1TB SSD -16GB Ram- RTX 3050Ti 4GB -13.4'' - FHD+ Win11,75999.0,15.0,64799.0,0.0,0.0,https://www.jumia.com.eg/asus-rog-flow-z13-gz301ze-ld165w-intel-core-i9-12900h-1tb-ssd-16gb-ram-rtx-3050ti-4gb-13.4-fhd-win11-45950179.html,1,information not available,Asus,Unknown,16 GB ,1TB SSD,2097.06,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 15s-Eq1001ne Laptop - AMD Ryzen 3 3250U - 4GB- 256GB SSD,0.0,0.0,14990.0,0.0,0.0,https://www.jumia.com.eg/hp-15s-eq1001ne-laptop-amd-ryzen-3-3250u-4gb-256gb-ssd-45486315.html,3,information not available,HP,Laptop,256 GB ,256GB SSD,485.11,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Legion 5 Pro 16ITH6H- Core I7-11800H- 16GB RAM- 1TB SSD- RTX 3060- 16"" Inches FHD - STINGRAY",69999.0,20.0,56299.0,0.0,0.0,https://www.jumia.com.eg/lenovo-legion-5-pro-16ith6h-core-i7-11800h-16gb-ram-1tb-ssd-rtx-3060-16-inches-fhd-stingray-47496641.html,2,information not available,Lenovo,Unknown,16 GB ,1TB SSD,1821.97,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus Vivbook 16 D1603QA-MB005W RYZEN 5 5600H - Ram 8GB -  512GB SSD -GPU  AMD Radeon  - Display 16"" WUXGA WV-  WIN 11 -Transparent Silver",0.0,0.0,21499.0,0.0,0.0,https://www.jumia.com.eg/asus-vivbook-16-d1603qa-mb005w-ryzen-5-5600h-ram-8gb-512gb-ssd-gpu-amd-radeontm-display-16-wuxga-wv-win-11-transparent-silver-47373490.html,3,information not available,Asus,Unknown,8 GB ,512GB SSD,695.76,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Victus 15-fb0032ne - AMD Ryzen 7-5800H - 16GB - 1TB SSD -NVIDIA GeForce RTX 3050 4GB - 15.6"" FHD - Win11 - Mica Silver",39743.0,7.000000000000001,36799.0,0.0,0.0,https://www.jumia.com.eg/hp-victus-15-fb0032ne-amd-ryzentm-7-5800h-16gb-1tb-ssd-nvidiar-geforce-rtxtm-3050-4gb-15.6-fhd-win11-mica-silver-45486273.html,8,information not available,HP,Unknown,16 GB ,1TB SSD,1190.91,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus X515F ( Core I3 10110U – 4G Ram – HDD 1TB -Win 11 – Silver ),0.0,0.0,12864.0,0.0,0.0,https://www.jumia.com.eg/asus-x515f-core-i3-10110u-4g-ram-hdd-1tb-win-11-silver-38554631.html,2,Back to school offers,Asus,Unknown,unknown,unknown,416.31,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo ThinkPad E14 Gen2,0.0,0.0,36500.0,0.0,0.0,https://www.jumia.com.eg/lenovo-thinkpad-e14-gen2-39068606.html,5,information not available,Lenovo,Unknown,unknown,unknown,1181.23,IBS Computer,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 16-a0036ne I5 - 8GB - 256 SSD +1T HDD GTX 1650 Ti 4GB,0.0,0.0,24990.0,0.0,0.0,https://www.jumia.com.eg/hp-16-a0036ne-i5-8gb-256-ssd-1t-hdd-gtx-1650-ti-4gb-45486314.html,5,information not available,HP,Unknown,8 GB ,256 SSD,808.74,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Laptop - Intel Core I3 - 4GB RAM - 256 SSD - 15.6-inch FHD - Intel UHD - DOS ""No Windows""S - Silver",0.0,0.0,12999.0,0.0,0.0,https://www.jumia.com.eg/hp-laptop-intel-core-i3-4gb-ram-256-ssd-15.6-inch-fhd-intel-uhd-dos-no-windowss-silver-45016186.html,4,Verified by JUMIA,HP,Laptop,4 GB ,256 SSD,420.68,B.TECH,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3515 - AMD Ryzen 5 3450U - 8GB -512 SSD-Radeon 8 - Ubuntu,17999.0,8.0,16490.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-3515-amd-ryzen-5-3450u-8gb-512-ssd-radeon-8-ubuntu-44750322.html,2,information not available,DELL,Unknown,8 GB ,512 SSD,533.66,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus Zenbook13 Oled UX325EA-OLED005W- I5-1135G7 -13.3"" Oled-8GB-512GB Ssd-Iris Xe Graphics-Win11 Home",30000.0,10.0,26999.0,0.0,0.0,https://www.jumia.com.eg/asus-zenbook13-oled-ux325ea-oled005w-i5-1135g7-13.3-oled-8gb-512gb-ssd-iris-xe-graphics-win11-home-39494515.html,2,information not available,Asus,Unknown,512 GB ,512GB Ssd,873.75,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Pavilion X360 14-ek0011ne - Intel CoreI5-1235U - 8GB - 512GB SSD,28835.0,7.000000000000001,26699.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-x360-14-ek0011ne-intelr-coretmi5-1235u-8gb-512gb-ssd-40532015.html,1,information not available,HP,Unknown,8 GB ,512GB SSD,864.05,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Victus 15-fa0088ne - Intel Core I5-12500H - 8GB - 1TB SSD - NVIDIA GeForce GTX 1650 4GB - 15.6"" FHD - Win11 - Mica Silver",33371.0,7.000000000000001,30899.0,0.0,0.0,https://www.jumia.com.eg/hp-victus-15-fa0088ne-intelr-coretm-i5-12500h-8gb-1tb-ssd-nvidiar-geforcer-gtx-1650-4gb-15.6-fhd-win11-mica-silver-45486305.html,5,information not available,HP,Unknown,8 GB ,1TB SSD,999.97,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Pavilion X360 14-dy0017ne - I3-1125G4 - 4G - 256 GB SSD - Win 10,21490.0,2.0,20999.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-x360-14-dy0017ne-i3-1125g4-4g-256-gb-ssd-win-10-44750299.html,5,information not available,HP,Unknown,256  GB ,256 GB SSD,679.58,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus TUF FX517ZE-HN050W ( Core I7 12650H- 16G Ram -512G NVMe- VGA Nvidia 4G RTX 3050Ti – 15.6 FHD 144Hz – Win11 ),0.0,0.0,44500.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-fx517ze-hn050w-core-i7-12650h-16g-ram-512g-nvme-vga-nvidia-4g-rtx-3050ti-15.6-fhd-144hz-win11-38469114.html,1,information not available,Asus,Unknown,unknown,unknown,1440.13,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DX01 Mini ITX Desktop Computer Chassis Thin Half Height,2160.0,35.0,1393.6,0.0,0.0,https://www.jumia.com.eg/generic-dx01-mini-itx-desktop-computer-chassis-thin-half-height-46083562.html,1,information not available,ITX,Mini ITX,unknown,unknown,45.1,JG-kamit,46.0,EGP 568.07,24 September,10hrs 41mins,EGP 568.07,24 September,10hrs 41mins
Lenovo IdeaPad 3-15IML05 Laptop - Intel Core I3 - 4GB RAM - 1TB HDD - 15.6-inch FHD - 2GB GPU - DOS,25000.0,38.0,15499.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-3-15iml05-laptop-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-fhd-2gb-gpu-dos-28861516.html,2,information not available,Lenovo,Laptop,4 GB ,1TB HDD,501.59,Delta Systems,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP 15-dw3089ne - 11th Intel Core I5-1135G7- 8GB RAM- 512GB SSD- GeForce MX350 2GB GDDR5- 15.6"" HD- Dos-BLACK",22000.0,2.0,21500.0,0.0,0.0,https://www.jumia.com.eg/hp-15-dw3089ne-11th-intel-core-i5-1135g7-8gb-ram-512gb-ssd-geforce-mx350-2gb-gddr5-15.6-hd-dos-black-45860574.html,4,Back to school offers,HP,Unknown,8 GB ,512GB SSD,695.79,aboraya of electronics Marketplace,54.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL G15 - 5520 - Gaming Laptop - Intel Core I7-12700H - 16GB RAM - 512GB SSD - 15.6 Inch FHD - Nvidia RTX 3050 4G - Win11 Home - Grey,42000.0,2.0,41300.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5520-gaming-laptop-intel-core-i7-12700h-16gb-ram-512gb-ssd-15.6-inch-fhd-nvidia-rtx-3050-4g-win11-home-grey-27708871.html,1,information not available,DELL,Gaming,16 GB ,512GB SSD,1336.57,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus ProArt Studiobook 16 OLED H5600QM-OLED009W Amd Ryzen 9-5900HX 2TB SSD 32GB Ram Nvidia GeForce RTX 3060 6GB 16"" Inch 4K Win.11",76800.0,9.0,69999.0,0.0,0.0,https://www.jumia.com.eg/asus-proart-studiobook-16-oled-h5600qm-oled009w-amd-ryzen-9-5900hx-2tb-ssd-32gb-ram-nvidia-geforce-rtx-3060-6gb-16-inch-4k-win.11-45269098.html,4,information not available,Asus,Unknown,32 GB ,2TB SSD,2265.34,Egypt-Laptop Marketplace,80.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Acer Aspire 5 A515-56G-78CJ Intel Core I7-1165G7 1TB SSD 12GB Ram Nvidia GeForce MX450 2GB 15.6'' - DOS ""No Windows""",30100.0,18.0,24699.0,0.0,0.0,https://www.jumia.com.eg/acer-aspire-5-a515-56g-78cj-intel-core-i7-1165g7-1tb-ssd-12gb-ram-nvidia-geforce-mx450-2gb-15.6-dos-no-windows-45124786.html,2,information not available,Intel Core I7,Unknown,12 GB ,1TB SSD,799.32,Egypt-Laptop Marketplace,80.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"DELL Vostro 3510 Laptop - Intel Core I7-1165 G7 - 8GB RAM -  512 SSD- 15.6-inch HD - Nvidia GeForce MX350 2GB GPU - DOS ""No Windows"" - Carbon Black",0.0,0.0,24105.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-3510-laptop-intel-core-i7-1165-g7-8gb-ram-512-ssd-15.6-inch-hd-nvidia-geforce-mx350-2gb-gpu-dos-no-windows-carbon-black-30863179.html,1,information not available,DELL,Laptop,8 GB ,512 SSD,780.1,SB Technology,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Legion 5 ( Core I7 11800H- 16G Ram- 512NVME -VGA Nvidia 6G RTX 3060 -15.6 FHD 165Hz + Gaming Mouse - Blue )- DOS ""No Windows""",0.0,0.0,60740.0,0.0,0.0,https://www.jumia.com.eg/lenovo-legion-5-core-i7-11800h-16g-ram-512nvme-vga-nvidia-6g-rtx-3060-15.6-fhd-165hz-gaming-mouse-blue-dos-no-windows-31853346.html,1,information not available,Lenovo,Gaming,unknown,unknown,1965.7,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL 6222035555759 Intel Core I3-1115G4 15.6 Inch FHD - 256GB 4GB RAM Laptop - Black - Ubuntu,0.0,0.0,13499.0,0.0,0.0,https://www.jumia.com.eg/dell-6222035555759-intel-core-i3-1115g4-15.6-inch-fhd-256gb-4gb-ram-laptop-black-ubuntu-44756299.html,2,Verified by JUMIA,DELL,Laptop,256 GB ,unknown,436.86,B.TECH,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Optiplex 7090 – Core I7 11700 – 4G Ram – HDD 1TB – Intel Integrated Graphics – Ubuntu – Black -3 Year Warranty,0.0,0.0,33700.0,0.0,0.0,https://www.jumia.com.eg/dell-optiplex-7090-core-i7-11700-4g-ram-hdd-1tb-intel-integrated-graphics-ubuntu-black-3-year-warranty-27708866.html,1,information not available,DELL,Unknown,unknown,unknown,1090.61,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Ideapad Gaming 3 (AMD Ryzen 7 5800H-8G Ram - 512 GB NVME - VGA Nvidia 6G RTX 3060- 15.6FHD 120Hz -Black)- DOS ""No Windows""",0.0,0.0,46800.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-gaming-3-amd-ryzen-7-5800h-8g-ram-512-gb-nvme-vga-nvidia-6g-rtx-3060-15.6fhd-120hz-black-dos-no-windows-37862102.html,4,information not available,Lenovo,Gaming,512  GB ,unknown,1514.56,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Legion 5 ( Core I7 11800H -16G Ram - 1TB NVME- VGA Nvidia 6G RTX 3060- 15.6 FHD 165Hz- Blue )- DOS ""No Windows""",0.0,0.0,60400.0,0.0,0.0,https://www.jumia.com.eg/lenovo-legion-5-core-i7-11800h-16g-ram-1tb-nvme-vga-nvidia-6g-rtx-3060-15.6-fhd-165hz-blue-dos-no-windows-31853352.html,2,information not available,Lenovo,Unknown,unknown,unknown,1954.69,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Alienware M15 R3 Gaming Laptop - Intel Core I7-10875H - 32GB RAM - 1TB SSD - RTX2080 8GB GPU - 15.6 Inch FHD Display - Windows 10,80000.0,6.0,75000.0,0.0,0.0,https://www.jumia.com.eg/dell-alienware-m15-r3-gaming-laptop-intel-core-i7-10875h-32gb-ram-1tb-ssd-rtx2080-8gb-gpu-15.6-inch-fhd-display-windows-10-31028999.html,2,information not available,DELL,Gaming,32 GB ,1TB SSD,2427.18,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo IdeaPad Flex 5 14IAU7 - Intel Core I5-1235U - 8GB - 512GB SSD - Intel Iris Xe Graphics,0.0,0.0,28999.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-flex-5-14iau7-intelr-coretm-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-38392510.html,4,information not available,Lenovo,Unknown,8 GB ,512GB SSD,938.48,,,Door delivery information not available,,,Pickup station information not available,,
